,chemicalFormula,licenses,names,preparation,references,Axis Length,Axis Length-conditions,Axis Length-units,Bulk Modulus,Bulk Modulus-conditions,Bulk Modulus-maximum,Bulk Modulus-minimum,Bulk Modulus-units,Cell Angle,Cell Angle-conditions,Cell Angle-units,Chemical Family,Commercial Name,Compressive Strength,Compressive Strength-conditions,Compressive Strength-maximum,Compressive Strength-minimum,Compressive Strength-units,Corrosion Activtn Energy,Corrosion Activtn Energy-conditions,Corrosion Activtn Energy-units,Corrosion Rate,Corrosion Rate-conditions,Corrosion Rate-units,Corrosion Species,Corrosion Species-conditions,Creep Activatn Energy,Creep Activatn Energy-conditions,Creep Activatn Energy-units,Creep Rate,Creep Rate Exponent,Creep Rate Exponent-conditions,Creep Rate-conditions,Creep Rate-units,Crystal Cell System,Crystal Cell System-conditions,Crystallinity,Debye Temperature,Debye Temperature-conditions,Debye Temperature-units,Density,Density-conditions,Density-maximum,Density-minimum,Density-units,Diffusion Coefficient,Diffusion Coefficient-conditions,Diffusion Coefficient-units,Dopant,Dopant-conditions,Elastic Modulus,Elastic Modulus-conditions,Elastic Modulus-maximum,Elastic Modulus-minimum,Elastic Modulus-units,Elasticity Tensor,Elasticity Tensor-conditions,Elasticity Tensor-units,Electrical Resistivity Log,Electrical Resistivity Log-conditions,Electrical Resistivity Log-units,Flexural Strength,Flexural Strength-conditions,Flexural Strength-maximum,Flexural Strength-minimum,Flexural Strength-units,Fracture Energy,Fracture Energy-conditions,Fracture Energy-units,Fracture Toughness,Fracture Toughness-conditions,Fracture Toughness-maximum,Fracture Toughness-minimum,Fracture Toughness-units,Friction Coefficient,Friction Coefficient-conditions,Friction Coefficient-maximum,Friction Coefficient-minimum,Grain Size,Grain Size-conditions,Grain Size-maximum,Grain Size-minimum,Grain Size-units,Grinding Rat,Grinding Rat-conditions,Grinding Rat-units,Gruneisen Parameter,Gruneisen Parameter-conditions,Hardness,Hardness-conditions,Hardness-maximum,Hardness-minimum,Hardness-units,Impurity,Impurity-conditions,InChI,Log Wear Coefficient,Log Wear Coefficient-conditions,Log Wear Rate,Log Wear Rate-conditions,Log Wear Rate-units,Manufacturer,Maximum-Use Temperature,Maximum-Use Temperature-conditions,Maximum-Use Temperature-units,Melting Point Temperature,Melting Point Temperature-conditions,Melting Point Temperature-units,Phase,Phase-conditions,Poissons Ratio,Poissons Ratio-conditions,Poissons Ratio-maximum,Poissons Ratio-minimum,Porosity,Porosity-conditions,Porosity-units,Production Form,Relative Atomic Coordinate,Relative Atomic Coordinate-conditions,SMILES,Shear Modulus,Shear Modulus-conditions,Shear Modulus-units,Sintering Aid,Sintering Aid-conditions,Sound Velocity,Sound Velocity-conditions,Sound Velocity-units,Space Group,Space Group-conditions,Specific Heat,Specific Heat-conditions,Specific Heat-units,Tensile Strength,Tensile Strength-conditions,Tensile Strength-maximum,Tensile Strength-minimum,Tensile Strength-units,Thermal Conductivity,Thermal Conductivity-conditions,Thermal Conductivity-units,Thermal Diffusivity,Thermal Diffusivity-conditions,Thermal Diffusivity-units,Thermal Expansion,Thermal Expansion-conditions,Thermal Expansion-units,Thermal Shock Resistance,Thermal Shock Resistance-conditions,Thermal Shock Resistance-units,Weibull Modulus,Weibull Modulus-conditions,Weibull Strength,Weibull Strength-conditions,Weibull Strength-units
1965,ZrB2,[{'name': 'NIST_SRD-30'}],['Zirconium diboride'],[{'name': 'Hot Pressing'}],"[{'citation': 'Elastic Properties of Polycrystalline TiB2, ZrB2, and HfB2 from Room Temperature to 1300 K, D.E. Wiley, W.R. Manning, and O. Hunter,Jr., Journal of the Less-Common Metals, Vol. 18, pp. 149-157 (1969), published by Elsevier Sequoia.'}]",,,,,,,,,,,,Zr-B,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,5.839,"[{'name': 'Specimen Number', 'scalars': [{'value': '8'}]}]",,,g cm$^{-3}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carborundum Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,TiC,[{'name': 'NIST_SRD-30'}],['Titanium carbide'],[{'name': 'Hot Pressing'}],"[{'citation': 'High-Temperature Heat Contents of TiC and ZrC, L.S. Levinson, Journal of Chemical Physics, Vol. 42 8, pp. 2891-2892 (1965), published by American Institute of Physics.'}]",,,,,,,,,,,,Ti-C,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883,"[{'name': 'Temperature', 'scalars': [{'value': '1274'}, {'value': '1389'}, {'value': '1481'}, {'value': '1576'}, {'value': '1696'}, {'value': '1775'}, {'value': '1780'}, {'value': '1890'}, {'value': '1987'}, {'value': '2075'}, {'value': '2184'}, {'value': '2274'}, {'value': '2377'}, {'value': '2473'}, {'value': '2569'}, {'value': '2674'}, {'value': '2722'}], 'units': 'K'}]",J kg$^{-1}$ K$^{-1}$,,,,,,,,,,,,,,,,,,,,,,
1967,Si6-xAlxOxN8-x,[{'name': 'NIST_SRD-30'}],['Sialon'],[{'name': 'Sintering'}],"[{'citation': 'Mechanical and Thermal Properties of $\\beta$-Sialon Prepared by a Slip Casting Method, S. Suzuki, T. Nasu, S. Hayama, and M. Ozawa, Journal of the American Ceramic Society, Vol. 79 6, pp. 1685-1688 (1996), published by American Ceramic Society.'}]",,,,,,,,,,,,Si-Al-O-N,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68,"[{'name': 'x of Alx', 'scalars': [{'value': '0.0'}, {'value': '0.5'}, {'value': '0.7'}, {'value': '0.9'}, {'value': '1.0'}, {'value': '1.1'}, {'value': '1.3'}, {'value': '1.5'}, {'value': '2.0'}, {'value': '3.0'}, {'value': '4.0'}]}]",x10$^{-6}$,,,,,,,,
1968,BN,[{'name': 'NIST_SRD-30'}],['Boron nitride'],[{'name': 'Hot Pressing'}],"[{'citation': 'BN Sintered with Al:  Microstructure and Hardness, E. Benko, J. Morgiel, and T. Czeppe, Ceramics International, Vol. 23, pp. 89-91 (1997), published by Elsevier Science Ltd..'}]",,,,,,,,,,,,B-N:Al,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"[{'name': 'Annealing Time', 'scalars': [{'value': '0'}, {'value': '1'}], 'units': 'h'}]",,,GPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,La2O3,[{'name': 'NIST_SRD-30'}],['Lanthanum oxide'],,"[{'citation': 'The Heat Capacities of Yttrium Oxide (Y2O3), Lanthanum Oxide (La2O3) and Neodymium Oxide (Nd2O3) from 16 to 300°K, H.W. Goldstein, E.F. Neilson, P.N. Walsh, and D. White, Journal of Physical Chemistry, Vol. 63, pp. 1445-1449 (1959), published by American Chemical Society.'}]",,,,,,,,,,,,La-O,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.433,"[{'name': 'Temperature', 'scalars': [{'value': '16.91'}, {'value': '19.55'}, {'value': '21.27'}, {'value': '23.35'}, {'value': '25.36'}, {'value': '27.78'}, {'value': '30.39'}, {'value': '33.12'}, {'value': '36.13'}, {'value': '39.73'}, {'value': '43.95'}, {'value': '48.52'}, {'value': '53.73'}, {'value': '58.49'}, {'value': '69.81'}, {'value': '75.77'}, {'value': '82.12'}, {'value': '88.71'}, {'value': '92.13'}, {'value': '98.17'}, {'value': '104.46'}, {'value': '110.89'}, {'value': '117.22'}, {'value': '123.45'}, {'value': '129.89'}, {'value': '136.43'}, {'value': '142.67'}, {'value': '148.65'}, {'value': '155.04'}, {'value': '166.03'}, {'value': '171.57'}, {'value': '177.35'}, {'value': '183.07'}, {'value': '188.81'}, {'value': '201.66'}, {'value': '215.03'}, {'value': '221.90'}, {'value': '228.54'}, {'value': '235.16'}, {'value': '241.61'}, {'value': '254.11'}, {'value': '260.07'}, {'value': '272.36'}, {'value': '279.79'}, {'value': '287.18'}, {'value': '294.27'}, {'value': '300.30'}], 'units': 'K'}, {'name': 'Molar Heat Capacity', 'scalars': [{'value': '2.096'}, {'value': '3.556'}, {'value': '4.464'}, {'value': '5.347'}, {'value': '6.146'}, {'value': '7.824'}, {'value': '8.832'}, {'value': '10.68'}, {'value': '13.32'}, {'value': '15.75'}, {'value': '18.23'}, {'value': '21.22'}, {'value': '25.89'}, {'value': '29.25'}, {'value': '36.33'}, {'value': '40.51'}, {'value': '43.827'}, {'value': '47.907'}, {'value': '49.915'}, {'value': '53.003'}, {'value': '56.434'}, {'value': '59.576'}, {'value': '62.676'}, {'value': '65.927'}, {'value': '68.517'}, {'value': '71.588'}, {'value': '73.835'}, {'value': '76.149'}, {'value': '78.078'}, {'value': '81.730'}, {'value': '83.973'}, {'value': '85.203'}, {'value': '86.525'}, {'value': '88.851'}, {'value': '91.910'}, {'value': '94.872'}, {'value': '96.747'}, {'value': '97.613'}, {'value': '98.880'}, {'value': '100.04'}, {'value': '102.63'}, {'value': '103.29'}, {'value': '104.88'}, {'value': '105.76'}, {'value': '106.25'}, {'value': '107.37'}, {'value': '107.32'}], 'units': 'J mol$^{-1}$ K$^{-1}$'}]",J kg$^{-1}$ K$^{-1}$,,,,,,,,,,,,,,,,,,,,,,
1970,ZrN,[{'name': 'NIST_SRD-30'}],['Zirconium nitride'],[{'name': 'Sputtering'}],"[{'citation': 'A Contribution to the Study of Poissons Ratios and Elastic Constants of TiN, ZrN and HfN, A.J. Perry, Thin Solid Films, Vol. 193, pp. 463-471 (1990), published by Elsevier Sequoia.'}]",,,,,,,,,,,,Zr-N,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186,"[{'name': 'Temperature', 'scalars': [{'value': '23'}], 'units': '$^{\\circ}$C'}]",,,,,,Thin Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,TiN,[{'name': 'NIST_SRD-30'}],['Titanium nitride'],[{'name': 'Hot Pressing'}],"[{'citation': 'The Mechanical Properties of Hot-Pressed TiN Ceramics with Various Additives, M. Moriyama, H. Aoki, Y. Kobayashi, and K. Kamata, Journal of the Ceramic Society of Japan, Vol. 101 3, pp. 279-284 (1993), published by Ceramic Society of Japan.'}]",,,,151,"[{'name': 'Mass Fraction of Additive', 'scalars': [{'value': '-'}, {'value': '5'}, {'value': '10'}, {'value': '5'}, {'value': '10'}, {'value': '5'}, {'value': '10'}, {'value': '5'}, {'value': '10'}, {'value': '5'}, {'value': '10'}, {'value': '5'}, {'value': '10'}, {'value': '5'}, {'value': '10'}, {'value': '5'}, {'value': '10'}], 'units': '%'}, {'name': 'Additive', 'scalars': [{'value': 'none'}, {'value': 'Al2O3'}, {'value': 'Al2O3'}, {'value': 'Y2O3'}, {'value': 'Y2O3'}, {'value': 'MgO'}, {'value': 'MgO'}, {'value': 'BN'}, {'value': 'BN'}, {'value': 'AlN'}, {'value': 'AlN'}, {'value': 'Si3N4'}, {'value': 'Si3N4'}, {'value': 'SiC'}, {'value': 'SiC'}, {'value': 'B4C'}, {'value': 'B4C'}]}]",,,GPa,,,,Ti-N,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,SiC,[{'name': 'NIST_SRD-30'}],['Silicon carbide'],[{'name': 'Sintering'}],"[{'citation': 'Durability of Non-Oxide Ceramics in Simulated Heat Treatment Environments, R.E. Tressler and K.E. Spear, Projects Within the Center for Advanced Materials, pp. 127-137 (1990), edited by J.R. Hellmann and B.K. Kennedy, published by Center for Advanced Materials, Pennsylvania State University.'}]",,,,,,,,,,,,Si-C,Hexoloy SA,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,463,"[{'name': 'Exposure Temperature', 'scalars': [{'value': '-'}, {'value': '1200'}, {'value': '1300'}, {'value': '1200'}, {'value': '1300'}, {'value': '1200'}, {'value': '1300'}], 'units': '$^{\\circ}$C'}, {'name': 'Exposure Time', 'scalars': [{'value': '-'}, {'value': '150'}, {'value': '150'}, {'value': '100'}, {'value': '100'}, {'value': '100'}, {'value': '100'}], 'units': 'h'}, {'name': 'Gas Pressure', 'scalars': [{'value': '-'}, {'value': '0.13'}, {'value': '0.13'}, {'value': '101'}, {'value': '101'}, {'value': '101'}, {'value': '101'}], 'units': 'kPa'}, {'name': 'Gas Type', 'scalars': [{'value': 'None'}, {'value': 'N2-based'}, {'value': 'N2-based'}, {'value': 'N2-based'}, {'value': 'N2-based'}, {'value': 'Endothrmic'}, {'value': 'Endothrmic'}]}]",,,MPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sohio Engineered Materials Co.,,,,,,,,,,,,,,,,Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,BxC,[{'name': 'NIST_SRD-30'}],['Boron carbide'],[{'name': 'Chemical Vapor Deposition'}],"[{'citation': 'The Effect of Stoichiometry on Mechanical Properties of Boron Carbide, K. Niihara, A. Nakahira, and T. Hirai, Journal of the American Ceramic Society, Vol. 67, pp. C-13-C-14 (1984), published by American Ceramic Society.'}]",,,,,,,,,,,,B-C,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,"[{'name': 'Deposition Temperature', 'scalars': [{'value': '1400'}, {'value': '1400'}, {'value': '1400'}, {'value': '1400'}, {'value': '1400'}, {'value': '1400'}, {'value': '1400'}, {'value': '1400'}, {'value': '1400'}, {'value': '1400'}, {'value': '1400'}, {'value': '1400'}, {'value': '1400'}, {'value': '1400'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1600'}, {'value': '1700'}, {'value': '1700'}, {'value': '1700'}, {'value': '1700'}, {'value': '1700'}, {'value': '1700'}, {'value': '1800'}, {'value': '1800'}, {'value': '1800'}, {'value': '1800'}, {'value': '1800'}, {'value': '1800'}, {'value': '1800'}, {'value': '1800'}, {'value': '1800'}, {'value': '1800'}, {'value': '1800'}, {'value': '1800'}, {'value': '1800'}, {'value': '1900'}, {'value': '1900'}, {'value': '1900'}, {'value': '1900'}, {'value': '1900'}, {'value': '1900'}, {'value': '1900'}], 'units': '$^{\\circ}$C'}, {'name': 'x of Bx', 'scalars': [{'value': '3.7'}, {'value': '4.1'}, {'value': '4.7'}, {'value': '4.9'}, {'value': '5.0'}, {'value': '5.0'}, {'value': '5.2'}, {'value': '5.3'}, {'value': '5.2'}, {'value': '5.3'}, {'value': '5.5'}, {'value': '5.5'}, {'value': '5.9'}, {'value': '5.9'}, {'value': '3.8'}, {'value': '3.7'}, {'value': '3.8'}, {'value': '4.0'}, {'value': '4.0'}, {'value': '4.2'}, {'value': '4.4'}, {'value': '4.4'}, {'value': '4.5'}, {'value': '4.6'}, {'value': '4.6'}, {'value': '5.0'}, {'value': '5.1'}, {'value': '5.3'}, {'value': '5.3'}, {'value': '5.5'}, {'value': '5.5'}, {'value': '4.3'}, {'value': '4.5'}, {'value': '4.5'}, {'value': '4.7'}, {'value': '4.9'}, {'value': '5.1'}, {'value': '3.8'}, {'value': '3.9'}, {'value': '3.9'}, {'value': '3.9'}, {'value': '4.0'}, {'value': '4.0'}, {'value': '4.1'}, {'value': '4.2'}, {'value': '4.2'}, {'value': '4.7'}, {'value': '4.8'}, {'value': '4.9'}, {'value': '4.9'}, {'value': '4.0'}, {'value': '4.0'}, {'value': '4.1'}, {'value': '4.2'}, {'value': '4.2'}, {'value': '4.8'}, {'value': '5.0'}], 'units': 'formula units'}]",,,MPa m$^{1/2}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Si3N4.xSiC,[{'name': 'NIST_SRD-30'}],['Silicon nitride composite'],[{'name': 'Hot Pressing'}],"[{'citation': 'New Design Concept of Structural Ceramics, Ceramic Nanocomposites, K. Niihara, International Journal of Thermophysics, Vol. 99 10, pp. 974-982 (1991), published by Ceramic Society of Japan.'}]",,,,,,,,,,,,Si-N:SiC,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,"[{'name': 'Volume Fraction of SiC', 'scalars': [{'value': '0'}, {'value': '11'}, {'value': '24'}, {'value': '32'}], 'units': '%'}, {'name': 'Temperature', 'scalars': [{'value': '20'}], 'units': '$^{\\circ}$C'}]",,,MPa m$^{1/2}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,TiO2,[{'name': 'NIST_SRD-30'}],['Titania (anatase)'],[{'name': 'Solid State Reaction'}],"[{'citation': 'Heat Capacities at Low Temperatures of Titanium Dioxide (Rutile and Anatase), C.H. Shomate, Journal of the American Chemical Society, Vol. 69, pp. 218-219 (1947), published by American Chemical Society.'}]",,,,,,,,,,,,Ti-O,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.42,"[{'name': 'Temperature', 'scalars': [{'value': '52.5'}, {'value': '56.2'}, {'value': '60.1'}, {'value': '63.9'}, {'value': '68.7'}, {'value': '72.9'}, {'value': '77.2'}, {'value': '84.8'}, {'value': '95.2'}, {'value': '104.5'}, {'value': '115.2'}, {'value': '125.3'}, {'value': '134.9'}, {'value': '145.7'}, {'value': '155.5'}, {'value': '165.6'}, {'value': '175.6'}, {'value': '185.6'}, {'value': '195.9'}, {'value': '205.8'}, {'value': '216.3'}, {'value': '226.3'}, {'value': '235.8'}, {'value': '246.2'}, {'value': '256.1'}, {'value': '266.3'}, {'value': '276.5'}, {'value': '286.0'}, {'value': '295.8'}], 'units': 'K'}, {'name': 'Molar Heat Capacity', 'scalars': [{'value': '5.627'}, {'value': '6.685'}, {'value': '7.823'}, {'value': '8.818'}, {'value': '10.11'}, {'value': '11.31'}, {'value': '12.53'}, {'value': '14.71'}, {'value': '17.82'}, {'value': '20.47'}, {'value': '23.37'}, {'value': '25.98'}, {'value': '28.34'}, {'value': '30.85'}, {'value': '33.11'}, {'value': '35.29'}, {'value': '37.41'}, {'value': '39.23'}, {'value': '41.11'}, {'value': '42.88'}, {'value': '44.68'}, {'value': '46.02'}, {'value': '47.48'}, {'value': '48.74'}, {'value': '50.07'}, {'value': '51.45'}, {'value': '52.79'}, {'value': '53.88'}, {'value': '55.09'}], 'units': 'J mol$^{-1}$ K$^{-1}$'}]",J kg$^{-1}$ K$^{-1}$,,,,,,,,,,,,,,,,,,,,,,
1976,MoB,[{'name': 'NIST_SRD-30'}],['Molybdenum boride'],,"[{'citation': 'High-Temperature Thermodynamic Properties of Some Refractory Borides, R. Mezaki, E.W. Tilleux, D.W. Barnes, and J.L. Margrave, Thermodynamics of Nuclear Materials, pp. 775-788 (1962), published by International Atomic Energy Agency, Vienna.'}]",,,,,,,,,,,,Mo-B,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,"[{'name': 'Temperature', 'scalars': [{'value': '298.16'}, {'value': '300'}, {'value': '400'}, {'value': '500'}, {'value': '600'}, {'value': '700'}, {'value': '800'}, {'value': '900'}, {'value': '1000'}, {'value': '1100'}, {'value': '1200'}], 'units': 'K'}, {'name': 'Molar Heat Capacity', 'scalars': [{'value': '39.4'}, {'value': '39.5'}, {'value': '43.10'}, {'value': '45.44'}, {'value': '47.32'}, {'value': '48.91'}, {'value': '50.42'}, {'value': '51.88'}, {'value': '53.26'}, {'value': '54.60'}, {'value': '55.94'}], 'units': 'J mol$^{-1}$ K$^{-1}$'}]",J kg$^{-1}$ K$^{-1}$,,,,,,,,,,,,,,,,,,,,,,
1977,Si3N4.xY2O3.ySiO2,[{'name': 'NIST_SRD-30'}],['Silicon nitride composite'],,"[{'citation': 'Ceramic Technology Project Data Base:  September 1992 Summary Report, B.L.P. Keyes, ORNL Report Number:  ORNL/M-2775, pp. 1-171 (1992), published by Oak Ridge National Laboratory.'}]",,,,,,,,,,,,Si-N:SiO,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,3.19,"[{'name': 'Temperature', 'scalars': [{'value': '23'}], 'units': '$^{\\circ}$C'}, {'name': 'Specimen Number', 'scalars': [{'value': 'D'}]}]",,,g cm$^{-3}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Y2O3,[{'name': 'NIST_SRD-30'}],['Yttria'],,"[{'citation': 'Heat Capacity and Thermodynamic Properties of Y2O3 at Temperatures between 14 and 300 K, K.S. Gavrichev, V.E. Gorbunov, L.N. Golushina, G.E. Nikiforova, G.A. Totrova, and I.S. Shaplygin, Russian Journal of Physical Chemistry, Vol. 67 8, pp. 1554-1556 (1993).'}]",,,,,,,,,,,,Y-O,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.489,"[{'name': 'Temperature', 'scalars': [{'value': '13.91'}, {'value': '15.26'}, {'value': '16.92'}, {'value': '18.72'}, {'value': '20.50'}, {'value': '22.41'}, {'value': '24.46'}, {'value': '26.80'}, {'value': '29.16'}, {'value': '31.73'}, {'value': '34.68'}, {'value': '37.62'}, {'value': '40.24'}, {'value': '43.25'}, {'value': '47.00'}, {'value': '51.09'}, {'value': '54.23'}, {'value': '57.86'}, {'value': '61.18'}, {'value': '64.32'}, {'value': '67.53'}, {'value': '70.42'}, {'value': '73.22'}, {'value': '75.13'}, {'value': '77.90'}, {'value': '80.65'}, {'value': '83.38'}, {'value': '86.11'}, {'value': '88.80'}, {'value': '91.79'}, {'value': '94.43'}, {'value': '97.15'}, {'value': '99.92'}, {'value': '102.73'}, {'value': '105.53'}, {'value': '108.28'}, {'value': '110.99'}, {'value': '113.68'}, {'value': '116.43'}, {'value': '119.22'}, {'value': '122.24'}, {'value': '125.49'}, {'value': '128.51'}, {'value': '131.43'}, {'value': '134.46'}, {'value': '137.61'}, {'value': '141.87'}, {'value': '144.87'}, {'value': '147.77'}, {'value': '150.66'}, {'value': '153.51'}, {'value': '156.44'}, {'value': '159.37'}, {'value': '162.25'}, {'value': '165.47'}, {'value': '167.86'}, {'value': '170.90'}, {'value': '173.92'}, {'value': '176.97'}, {'value': '180.03'}, {'value': '183.01'}, {'value': '185.98'}, {'value': '188.94'}, {'value': '191.90'}, {'value': '195.89'}, {'value': '199.14'}, {'value': '202.92'}, {'value': '206.81'}, {'value': '210.70'}, {'value': '214.67'}, {'value': '218.67'}, {'value': '220.34'}, {'value': '222.65'}, {'value': '224.23'}, {'value': '226.54'}, {'value': '228.12'}, {'value': '230.47'}, {'value': '232.00'}, {'value': '234.39'}, {'value': '235.91'}, {'value': '238.31'}, {'value': '242.27'}, {'value': '246.25'}, {'value': '250.28'}, {'value': '251.38'}, {'value': '254.38'}, {'value': '254.43'}, {'value': '257.36'}, {'value': '258.42'}, {'value': '260.29'}, {'value': '262.41'}, {'value': '266.40'}, {'value': '269.96'}, {'value': '273.10'}, {'value': '276.21'}, {'value': '279.41'}, {'value': '282.98'}, {'value': '287.73'}, {'value': '292.50'}, {'value': '297.24'}, {'value': '301.95'}], 'units': 'K'}, {'name': 'Molar Heat Capacity', 'scalars': [{'value': '0.3362'}, {'value': '0.4620'}, {'value': '0.6194'}, {'value': '0.8353'}, {'value': '1.096'}, {'value': '1.405'}, {'value': '1.785'}, {'value': '2.328'}, {'value': '2.941'}, {'value': '3.739'}, {'value': '4.784'}, {'value': '5.942'}, {'value': '7.030'}, {'value': '8.344'}, {'value': '10.13'}, {'value': '12.11'}, {'value': '13.66'}, {'value': '15.51'}, {'value': '17.27'}, {'value': '18.95'}, {'value': '20.68'}, {'value': '22.24'}, {'value': '23.74'}, {'value': '24.76'}, {'value': '26.29'}, {'value': '27.78'}, {'value': '29.33'}, {'value': '30.85'}, {'value': '32.16'}, {'value': '33.80'}, {'value': '35.16'}, {'value': '36.63'}, {'value': '38.15'}, {'value': '39.71'}, {'value': '41.21'}, {'value': '42.70'}, {'value': '44.06'}, {'value': '45.52'}, {'value': '46.96'}, {'value': '48.37'}, {'value': '49.94'}, {'value': '51.50'}, {'value': '52.96'}, {'value': '54.31'}, {'value': '55.87'}, {'value': '57.28'}, {'value': '59.22'}, {'value': '60.65'}, {'value': '62.03'}, {'value': '63.16'}, {'value': '64.56'}, {'value': '65.89'}, {'value': '66.66'}, {'value': '68.14'}, {'value': '69.41'}, {'value': '70.55'}, {'value': '71.68'}, {'value': '72.73'}, {'value': '73.85'}, {'value': '74.99'}, {'value': '75.99'}, {'value': '77.05'}, {'value': '78.05'}, {'value': '79.04'}, {'value': '80.28'}, {'value': '81.37'}, {'value': '82.47'}, {'value': '83.68'}, {'value': '84.82'}, {'value': '85.86'}, {'value': '86.79'}, {'value': '87.43'}, {'value': '87.89'}, {'value': '88.71'}, {'value': '89.15'}, {'value': '89.66'}, {'value': '89.90'}, {'value': '90.60'}, {'value': '90.89'}, {'value': '91.59'}, {'value': '91.79'}, {'value': '92.83'}, {'value': '93.70'}, {'value': '94.61'}, {'value': '95.03'}, {'value': '95.43'}, {'value': '95.54'}, {'value': '96.28'}, {'value': '96.33'}, {'value': '96.68'}, {'value': '97.25'}, {'value': '97.91'}, {'value': '98.66'}, {'value': '99.13'}, {'value': '99.71'}, {'value': '100.2'}, {'value': '100.8'}, {'value': '101.6'}, {'value': '102.5'}, {'value': '103.2'}, {'value': '104.2'}], 'units': 'J mol$^{-1}$ K$^{-1}$'}]",J kg$^{-1}$ K$^{-1}$,,,,,,,,,,,,,,,,,,,,,,
